"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
29,"NCT01779869","Development of a PET-MR Myocardial Perfusion Examination Using Regadenoson","PET/MR-P","Completed","Has Results","Ischemic Heart Disease","Drug: Regadenoson","Diagnostic Accuracy of Cardiac PET/MRI Examination","Washington University School of Medicine|Astellas Pharma US, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 4","16","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","PET/MR-Perfusion","January 2013","June 2015","June 2015","January 30, 2013","June 15, 2018","June 15, 2018","Center for Clinical Imaging Research at Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT01779869"
30,"NCT03138603","Metoprolol to Reduce Perioperative Myocardial Injury","ORION","Active, not recruiting","No Results Available","Heart Diseases","Drug: Metoprolol Tartrate|Drug: Placebo","myocardial injury|MACE|Myocardial ischemia (ST-depression/elevation duration)|Stroke|Cumulative vasopressor requirements in PACU|Incidence rate bradycardia duration (HR <50/min)|cumulative rate bradycardia duration (HR <50/min)|Unplanned ICU admission|Length of hospital stay|Length of ICU stay","Washington University School of Medicine|National Heart, Lung, and Blood Institute (NHLBI)","All","50 Years and older   (Adult, Older Adult)","Phase 3","600","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","201610156|5R01HL126892","December 2016","December 31, 2021","December 31, 2022","May 3, 2017",,"April 23, 2018","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT03138603"
31,"NCT03161678","CES1 Crossover Trial of Clopidogrel and Ticagrelor",,"Recruiting","No Results Available","Myocardial Infarction|Thrombosis|Platelet Dysfunction","Drug: Clopidogrel|Drug: Ticagrelor","CES1 genotype-dependent effect of clopidogrel or ticagrelor on inhibition of platelet aggregation|Impact of alternative drug choice on CES1 genotype-dependent maximal platelet aggregation","University of Maryland, Baltimore","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","90","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","HP-00074967","August 22, 2017","October 2020","October 2020","May 22, 2017",,"November 12, 2019","Amish Research Clinic, Lancaster, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03161678"
32,"NCT03103061","Use of Lexiscan for Myocardial Stress Perfusion Computed Tomography With a 3rd Generation Dual Source CT System",,"Completed","Has Results","Cardiovascular Diseases|Coronary Artery Disease","Drug: Lexiscan","Number of Treatment-related Adverse Events|Diagnostic Accuracy Using Quantitative Objective Image Quality Assessment","Medical University of South Carolina|Astellas Pharma US, Inc.","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","24","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","Pro00051308","February 9, 2016","June 14, 2018","June 14, 2018","April 6, 2017","August 9, 2019","August 9, 2019","Medical University of South Carolina, Charleston, South Carolina, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/61/NCT03103061/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03103061"
33,"NCT02552238","Evaluation of Safety and Efficacy of Lumason/SonoVue in Subjects Undergoing Pharmacologic Stress BR1-142",,"Completed","No Results Available","Coronary Artery Disease","Drug: Lumason","Sensitivity and Specificity of Lumason enhanced Dobutamine Stress Echo (DSE) for Detection and Exclusion of Coronary Artery Disease (CAD)|Critical shift from suboptimal to optimal echocardiographic images|Change in total LV EBD|Safety (adverse events, labs,vital signs, ECGs and pulse oxygen)","Bracco Diagnostics, Inc","All","18 Years and older   (Adult, Older Adult)","Phase 3","174","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","BR1-142","October 2015","April 14, 2017","February 25, 2018","September 17, 2015",,"August 9, 2018","Alfieri Cardiology, Wilmington, Delaware, United States",,"https://ClinicalTrials.gov/show/NCT02552238"
34,"NCT02522481","Evaluation of Safety and Efficacy of Lumason/SonoVue in Subjects Undergoing Pharmacologic Stress BR1-141",,"Completed","No Results Available","Coronary Artery Disease","Drug: Lumason","Sensitivity and Specificity for Detection and Exclusion of CAD|Critical shift from suboptimal to optimal echocardiographic images|Change in total LV EBD|Safety Assessed by monitoring adverse events, labs,vital signs, ECGs and pulse oxygen","Bracco Diagnostics, Inc","All","18 Years and older   (Adult, Older Adult)","Phase 3","175","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","BR1-141","September 2015","May 31, 2017","February 2018","August 13, 2015",,"August 9, 2018","St Luke's Hospital of Kansas City, Kansas City, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT02522481"
35,"NCT01710254","Regadenoson Stress-MRI to Identify Coronary Artery Disease in Atrial Fibrillation Patients","RECAD-AF","Completed","Has Results","Atrial Fibrillation|Coronary Artery Disease","Drug: Regadenoson MRI|Drug: Gadobenate dimeglumine","Sensitivity of Regadenoson Stress-MRI for Detection of Coronary Artery Disease (CAD)|Specificity of Regadenoson Stress-MRI for Detection of Coronary Artery Disease (CAD)|Accuracy of Regadenoson Stress-MRI for Detection of Coronary Artery Disease (CAD)","University of Utah","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","REGA-12F08","January 2013","October 2016","October 2016","October 19, 2012","November 7, 2017","December 13, 2017","University of Utah, Salt Lake City, Utah, United States",,"https://ClinicalTrials.gov/show/NCT01710254"
36,"NCT02246660","RESveratrol To Improve Outcomes in oldeR pEople With PAD (the RESTORE Trial)","RESTORE","Completed","Has Results","Peripheral Arterial Disease","Drug: Resveratrol|Drug: Placebo","6-Minute Walk Distance, Meters","Northwestern University|National Institute on Aging (NIA)","All","65 Years and older   (Older Adult)","Not Applicable","66","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","1R21AG047510-01|R21AG047510","January 2015","July 2016","September 2016","September 23, 2014","April 30, 2018","April 30, 2018","Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02246660"
37,"NCT01848106","A Study To Determine the Efficacy and Safety of REG1 Compared to Bivalirudin in Patients Undergoing PCI","Regulate","Terminated","No Results Available","Coronary Artery Disease","Drug: pegnivacogin/anivamersen|Drug: Bivalirudin","Ischemic composite","Regado Biosciences, Inc.|The Cleveland Clinic|Duke Clinical Research Institute|Canadian VIGOUR Centre|Icahn School of Medicine at Mount Sinai|Parexel","All","18 Years and older   (Adult, Older Adult)","Phase 3","3232","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","REG1-CLIN310|2013-001384-23","September 2013","August 2014","August 2014","May 7, 2013",,"October 23, 2014","Black Hills Cardiovascular Research, Rapid City, South Dakota, United States",,"https://ClinicalTrials.gov/show/NCT01848106"
38,"NCT01241903","Early Use of Rosuvastatin in Acute Coronary Syndromes: Targeting Platelet-Leukocyte Interactions",,"Completed","Has Results","Acute Coronary Syndrome|Angioplasty, Transluminal, Percutaneous Coronary|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Blood Platelets","Drug: rosuvastatin|Drug: placebo","Platelet - Leukocyte Aggregates|Biomarkers of Platelet Function and Myocardial Necrosis","Susan Smyth|University of Kentucky","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1","54","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","10-208-F1V","June 2011","August 2013","February 2014","November 16, 2010","June 24, 2014","March 28, 2017","University of Kentucky Dept of Cardiology, Lexington, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT01241903"
39,"NCT02925923","Crushed Ticagrelor Versus Eptifibatide Bolus + Clopidogrel",,"Completed","No Results Available","Acute Coronary Syndrome|Angina, Unstable","Drug: Ticagrelor|Drug: Eptifibatide|Drug: Clopidogrel","High-on treatment platelet reactivity (HPR)|Periprocedural myocardial infarction and injury (PMI)|Platelet aggregation levels|Hemoglobin/hematocrit levels|Heparin dose, Unit/Kg|Activated clotting time (ACT), Seconds|Bleeding complications|Clinical outcomes","University of Alabama at Birmingham","All","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","F151006002","November 1, 2016","January 30, 2018","December 1, 2018","October 6, 2016",,"November 26, 2019","University of Alabama, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT02925923"
40,"NCT00878826","Prophylactic Enoxaparin Dosing for Prevention of Venous Thromboembolism in Pregnancy.",,"Completed","Has Results","Venous Thrombosis","Drug: Enoxaparin","Peak Anti-Xa Level|Thromboembolic Events|Bleeding Events|Side Effect - Bruising","Stanford University","Female","18 Years to 55 Years   (Adult)","Phase 2|Phase 3","11","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","SU-03172009-2003|15957","May 2009","August 2011","October 2014","April 9, 2009","September 5, 2013","December 16, 2016","Stanford University School of Medicine, Stanford, California, United States",,"https://ClinicalTrials.gov/show/NCT00878826"
41,"NCT01852214","Pharmacodynamic Effect of Prasugrel vs. Ticagrelor in Diabetes",,"Completed","Has Results","Diabetes Mellitus|Coronary Artery Disease","Drug: Prasugrel|Drug: Ticagrelor","P2Y12 Reaction Units|Platelet Reactivity Index","University of Florida","All","18 Years to 74 Years   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","UFJ 2011-184","February 2013","July 2015","August 2015","May 13, 2013","October 17, 2016","October 17, 2016","University of Florida, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01852214"
42,"NCT01489176","Regadenoson Real Time Perfusion Imaging Trial-Optison",,"Unknown status","No Results Available","Coronary Artery Disease|Myocardial Perfusion Abnormalities","Drug: Regadenoson; Optison","Identification of Coronary Stenosis","Thomas R. Porter, MD|Astellas Pharma US, Inc.|GE Healthcare|University of Nebraska","All","30 Years and older   (Adult, Older Adult)","Not Applicable","50","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic","555-11-FB","September 2012","September 2013","September 2013","December 9, 2011",,"September 26, 2012","Mayo Clinic, Rochester, Minnesota, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States",,"https://ClinicalTrials.gov/show/NCT01489176"
43,"NCT00924118","Sodium Nitrite in Acute Myocardial Infarction",,"Completed","Has Results","Acute Myocardial Infarction","Drug: Sodium Nitrite","Ischemia Area at Risk as Determined by Paired Single-photon Computed Tomography Studies With Technetium Tc99m Sestamibi.|Left Ventricular Infarct Size","Johns Hopkins University|Hope Pharmaceuticals","All","21 Years to 75 Years   (Adult, Older Adult)","Phase 2","30","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NA_00023049","July 2009","June 2016","June 2016","June 18, 2009","September 25, 2017","May 14, 2018","Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States|Johns Hopkins Hospital, Baltimore, Maryland, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00924118"
44,"NCT01789814","Effect of Prasugrel Versus Clopidogrel on Platelet Function After Bivalirudin Cessation",,"Completed","Has Results","Coronary Artery Disease","Drug: Prasugrel|Drug: Clopidogrel","Change From Baseline in ADP-mediated Platelet Aggregation, APP, SFFLRN, AYPGKF.","Tufts Medical Center","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PraCloBiv2013CK|TMCcardintervCK2013","July 2013","July 2014","July 2014","February 12, 2013","April 4, 2017","April 4, 2017","Tufts Medical Center, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01789814"
