"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL" 
162,"NCT01285908","Intravenous Norepinephrine for Orthostatic Hypotension",,"Completed","Has Results","Orthostatic Hypertension","Drug: Intravenous Norepinephrine Infusion","Blood Pressure (Systolic)|Blood Pressure (Diastolic)|Blood Pressure (Mean)|Heart Rate|Cardiac Stroke Volume|Cardiac Output|Total Peripheral Resistance|Arterial Plasma Levels of Norepinephrine|Arterial Plasma Levels of Dihydroxyphenylglycol (DHPG)","National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","6","NIH","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","110085|11-N-0085","January 2011","September 2012","September 2012","January 28, 2011","March 26, 2014","October 10, 2014","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01285908"
163,"NCT00977171","Study To Assess The Clinical Benefit Of Droxidopa In Subjects With Chronic Fatigue Syndrome","CFS201","Terminated","Has Results","Chronic Fatigue Syndrome|Orthostatic Hypotension|Neurally Mediated Hypotension|Neurogenic Orthostatic Hypotension","Drug: Droxidopa","Patient Global Impression of Improvement","Chelsea Therapeutics","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","3","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Droxidopa CFS201","July 2010","October 2011","October 2011","September 15, 2009","June 9, 2014","June 9, 2014","7421 Carmel Executive Park Drive, Ste. 320, Charlotte, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT00977171"
164,"NCT02726711","Reduction in Splanchnic Capacitance Contributes to Sympathetically Dependent Hypertension in Autonomic",,"Active, not recruiting","No Results Available","Multiple System Atrophy|Orthostatic Hypotension|Supine Hypertension","Drug: Trimethaphan|Drug: Placebo","The percentage of increase of the y intercept of the P-V relationship","Vanderbilt University|Vanderbilt University Medical Center","All","40 Years to 80 Years   (Adult, Older Adult)","Phase 1","2","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","151947","April 2016","March 2021","March 2021","April 4, 2016",,"February 11, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT02726711"
165,"NCT01559675","Trial Comparing Low Dose and High Dose Steroids in Patients Undergoing Colorectal Surgery",,"Completed","Has Results","Orthostatic Hypotension|Hemodynamic Instability|Fever|Hypothermia","Drug: Hydrocortisone High Dose|Drug: Hydrocortisone Low Dose","Orthostatic Hypotension","Cedars-Sinai Medical Center","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","121","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","CSMCSteroidStudy","September 2010","April 2012","April 2012","March 21, 2012","August 29, 2014","March 29, 2018","Cedars Sinai Medical Center, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT01559675"
166,"NCT04095793","Extension Study of Ampreloxetine (TD-9855) for Treating snOH in Subjects With Primary Autonomic Failure",,"Recruiting","No Results Available","Symptomatic Neurogenic Orthostatic Hypotension","Drug: ampreloxetine","Physical examination|Neurological Examination|Vital Signs|ECGs|Clinical Laboratory Tests|Concomitant Medications|Adverse Events (AEs)|Subject compliance to study treatment|Incidence of Falls|Changes from baseline in Columbia Suicide Severity Rating Scale (C-SSRS)","Theravance Biopharma","All","30 Years and older   (Adult, Older Adult)","Phase 3","80","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0171","September 19, 2019","February 2022","March 2025","September 19, 2019",,"April 7, 2020","Neurostudies, Inc., Port Charlotte, Florida, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|Inland Northwest Research, Spokane, Washington, United States",,"https://ClinicalTrials.gov/show/NCT04095793"
167,"NCT02365012","Treatment of Orthostatic Intolerance in Patients With Parkinson's Disease Using Midodrine",,"Unknown status","No Results Available","Orthostatic Intolerance|Parkinson's Disease","Drug: Midodrine","NMSS Domain I (improvement in symptoms of lightheadedness when standing)|Valsalva response (Beat-to-beat blood pressure and heart rate variation during Valsalva maneuver)","Corporal Michael J. Crescenz VA Medical Center","All","22 Years to 89 Years   (Adult, Older Adult)","Not Applicable","50","U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","01482","April 2014","June 2017",,"February 18, 2015",,"August 26, 2015","PVAMC, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT02365012"
168,"NCT01672255","Hypoglycemia Associated Autonomic Failure in Type 1 Diabetes Mellitus (DM)",,"Recruiting","No Results Available","Type 1 Diabetes|Hypoglycemia Associated Autonomic Failure","Drug: Fluoxetine|Drug: Placebo control","Change in Catecholamines","University of Maryland, Baltimore|National Heart, Lung, and Blood Institute (NHLBI)","All","18 Years to 45 Years   (Adult)","Early Phase 1","64","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","HP-00044537; SSRI and Exercise","October 2012","December 2020","December 2020","August 24, 2012",,"September 12, 2019","University of Maryland, Baltimore, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01672255"
169,"NCT03893734","Effect of Methadone and Hydromorphone on the QT Interval After Anesthesia and Surgery",,"Recruiting","No Results Available","EKG-QT Prolongation","Drug: methadone|Drug: Hydromorphone","QT prolongation on the EKG 30 minutes after postanesthesia care unit admission|QT prolongation on the EKG on the morning of postoperative day one|Level of pain on on a 0-10 scale 30 minutes after postanesthesia care unit admission|Level of pain on a 0-10 scale on the morning of postoperative day one","NorthShore University HealthSystem","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 4","140","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Diagnostic","EH17-264","May 1, 2018","August 12, 2020","December 23, 2020","March 28, 2019",,"September 13, 2019","NorthShore University HealthSystem, Evanston, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT03893734"
170,"NCT02780882","SOM230 Ectopic ACTH-producing Tumors",,"Withdrawn","No Results Available","Ectopic ACTH Syndrome","Drug: Pasireotide","Evaluate the efficacy of pasireotide twice daily subcutaneous injections for normalizing 24 hour urine free cortisol in patients with ectopic ACTH-producing tumors|Number of participants with abnormal laboratory values for urine free cortisol|Number of participants with abnormal laboratory values for serum cortisol levels|Number of participants with abnormal laboratory values for salivary cortisol levels|Number of participants with abnormal laboratory values for Hemoglobin A1C (HbA1C)|Number of participants with abnormal laboratory values for fasting blood glucose|Number of participants with abnormal laboratory values for blood electrolytes|Number of participants with abnormal laboratory values for plasma adrenocorticotropic hormone (ACTH)|Number of participants with abnormal laboratory values for plasma beta-lipotropin|Number of participants with changes in clinical signs and symptoms|Changes in Tumor Size|Number of participants with changes in blood chemistry (safety)|Number of participants with changes in hematology (safety)|Number of participants with changes in cardiac activity|Number of participants with changes in liver health","Cedars-Sinai Medical Center|Novartis","All","18 Years and older   (Adult, Older Adult)","Phase 2","0","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro34493","December 2015","December 2018","June 2019","May 24, 2016",,"January 26, 2018","Cedars-Sinai Medical Center, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT02780882"
171,"NCT01833455","Premature Ventricular Contractions (PVCs) and Blood Pressure Control",,"Terminated","Has Results","Ventricular Premature Complexes|Blood Pressure","Drug: PVC Suppression using Flecainide|Drug: No PVC Suppression using Placebo","Change in Mean Arterial Pressure|Change in Muscle Sympathetic Nerve Activity","University of Wisconsin, Madison","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","8","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","UW-PVC-2012-0510","February 2013","June 2016","June 2016","April 16, 2013","February 22, 2019","February 22, 2019","University of Wisconsin, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT01833455"
172,"NCT04169100","Novel Form of Acquired Long QT Syndrome",,"Recruiting","No Results Available","Long QT Syndrome|Connective Tissue Diseases|Rheumatoid Arthritis","Drug: Prednisone","Change in Corrected QT Interval|Change in Cytokine Levels|Change in ESR|Change in CRP","Narrows Institute for Biomedical Research|VA New York Harbor Healthcare System","All","18 Years to 89 Years   (Adult, Older Adult)","Phase 4","25","Other|U.S. Fed","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","ORD01372","September 28, 2011","March 31, 2024","September 30, 2024","November 19, 2019",,"November 19, 2019","VA New York Harbor Healthcare System, NY and Brooklyn Campuses, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04169100"
173,"NCT03914677","Mecamylamine for Autonomic Dysreflexia Prophylaxis",,"Recruiting","No Results Available","Spinal Cord Injuries","Drug: Mecamylamine Oral Tablet","change in systolic blood pressure|change in heart rate|signs and symptoms of autonomic dysreflexia","Wayne State University","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","5","Other","Interventional","Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","080518MP2F","June 13, 2019","March 17, 2020","December 31, 2020","April 16, 2019",,"October 7, 2019","Wayne State University, Detroit, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT03914677"
174,"NCT01648205","Efficacy Study of Sodium Channel Blocker in LQT3 Patients",,"Completed","No Results Available","Long QT Syndrome","Drug: Placebo|Drug: Ranolazine","QTc duration|Change in Novel ECG, Echo, and Holter-derived markers from baseline at 2 and 6 months","University of Rochester|Gilead Sciences","All","21 Years and older   (Adult, Older Adult)","Phase 2","55","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","IN-US-259-0128","September 2012","July 20, 2018","July 20, 2018","July 24, 2012",,"February 19, 2019","University of Rochester, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT01648205"
175,"NCT01456481","Assessment of Midodrine in the Prevention of Vasovagal Syncope: The Prevention of Syncope Trial IV","POST 4","Active, not recruiting","No Results Available","Vasovagal Syncope","Drug: midodrine hydrochloride|Drug: matching placebo","The primary outcome measure will be the proportion of patients having at least one syncope recurrence.|A secondary outcome will be the time between the first and second syncope recurrences.|A secondary outcome will be the frequency of syncopal spells.|A secondary outcome is the number, duration, and severity of presyncopal spells (as measured with the Calgary Presyncope Scale(19)).|A secondary outcomes will be quality of life as measured by the EQ-5D and the ISQL.","Dr. Bob Sheldon|Vanderbilt University|University of Calgary","All","18 Years and older   (Adult, Older Adult)","Phase 4","134","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CIHR#243314","November 2011","December 20, 2018","December 31, 2019","October 20, 2011",,"September 25, 2019","University of Minnesota, Minneapolis, Minnesota, United States|Vanderbilt University, Nashville, Tennessee, United States|University of Calgary, Calgary, Alberta, Canada|Alberta Health Services - Royal Alexandra Hospital, Edmonton, Alberta, Canada|Royal Alexandra Hospital, Edmonton, Alberta, Canada|Red Deer Regional Hospital, Red Deer, Alberta, Canada|Victoria Cardiac Arrythmia Trials, Victoria, British Columbia, Canada|St. Boniface General Hospital, St. Boniface, Manitoba, Canada|New Brunswick Heart Centre, Saint John, New Brunswick, Canada|Queen E II Health Sciences Centre, Halifax, Nova Scotia, Canada|Hamilton Health Sciences, Hamilton, Ontario, Canada|University of Ottawa Heart Institute, Ottawa, Ontario, Canada|Hopital Sacre Coeur de Montreal, Montreal, Quebec, Canada|Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, Quebec, Canada|Prairie Vascular Research Network/Regina General Hospital, Regina, Saskatchewan, Canada|Saskatoon Cardiology Consultants/Royal University Hospital, Saskatoon, Saskatchewan, Canada|Medical University of Lodz, Lodz, Poland",,"https://ClinicalTrials.gov/show/NCT01456481"
176,"NCT02365506","Effect of Eleclazine on QT, Safety, and Tolerability in Adults With Long QT2 Syndrome",,"Completed","No Results Available","LQT2 Syndrome","Drug: Eleclazine|Drug: Placebo","Change in daytime QT interval corrected for heart rate using the Fridericia formula (QTcF)|Change in daily QT interval|Maximal QT shortening","Gilead Sciences","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","13","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","GS-US-394-1658|2015-002413-30","July 2015","May 2016","June 2016","February 19, 2015",,"July 12, 2016","University of Rochester Medical Center/Strong Memorial Hospital, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT02365506"
177,"NCT01927055","A Clinical Study of Patients With Symptomatic NOH to Assess Sustained Effects of Droxidopa Therapy",,"Terminated","Has Results","Symptomatic Neurogenic Orthostatic Hypotension|Parkinson's Disease|Multiple Systems Atrophy|Pure Autonomic Failure|Dopamine Beta Hydroxylase Deficiency","Drug: Droxidopa|Drug: Placebo","Change in Dizziness/ Lightheadedness/ Feeling Faint/ or Feeling Like You Might Blackout (OHSA Item 1)","Chelsea Therapeutics","All","18 Years and older   (Adult, Older Adult)","Phase 3","61","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","NOH401","November 2013","February 2015","February 2015","August 22, 2013","January 8, 2016","January 8, 2016","NYU Langone Medical Center, New York, New York, United States|Information on additional locations involved in this clinical trial contact Chelsea Therapeutics, Charlotte, North Carolina, United States|Wisconsin Institute for Neurology and Sleep Disorders, Milwaukee, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT01927055"
178,"NCT02178410","VITAL Rhythm Study",,"Active, not recruiting","No Results Available","Cardiovascular Disease","Dietary Supplement: Vitamin D3|Drug: Omega-3 fatty acids (fish oil)|Dietary Supplement: Fish oil placebo|Dietary Supplement: Vitamin D3 placebo","Atrial Fibrillation|Arrhythmic endpoints","Brigham and Women's Hospital|National Heart, Lung, and Blood Institute (NHLBI)","All","50 Years and older   (Adult, Older Adult)","Phase 3","25874","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","R01HL116690|2012-P-002146","October 2012","April 2021","April 2021","June 30, 2014",,"September 16, 2019","Brigham and Women's Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT02178410"
179,"NCT03608163","Novel Approach for the Prevention of Hypoglycemia Associated Autonomic Failure (HAAF)",,"Recruiting","No Results Available","Diabetes Mellitus, Type 1|Hypoglycemia|Hypoglycemia Unawareness","Drug: Naloxone|Drug: Diazoxide|Drug: Placebo (for Naloxone)|Drug: Placebo (for Diazoxide)","Difference in peak epinephrine levels between first and third hypoglycemic episodes|Endogenous glucose production (EGP)|Symptoms of low blood sugar (hypoglycemia)","Albert Einstein College of Medicine|National Institutes of Health (NIH)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","21 Years to 55 Years   (Adult)","Phase 4","45","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","2018-9208|R01DK079974","August 10, 2018","December 2020","December 2020","July 31, 2018",,"December 9, 2019","Albert Einstein College of Medicine, Bronx, New York, United States",,"https://ClinicalTrials.gov/show/NCT03608163"
180,"NCT03616262","""Efficacy of Botulinum Toxin Injection in Reducing Limb Pain in Patients With Complex Regional Pain Syndrome""",,"Recruiting","No Results Available","Complex Regional Pain Syndrome","Drug: Botox + Lidocaine|Drug: Lidocaine alone","Reduction in the VAS score will be the primary outcome measure.|Quality of Life as a measure of function with pain.|Disability|Thermography|Goniometry|Algometry|Modified VAS Score|Electrical Impedence Myography","VA Connecticut Healthcare System|Allergan","All","18 Years to 80 Years   (Adult, Older Adult)","Early Phase 1","20","U.S. Fed|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","VACHS","July 2016","December 2019","December 2019","August 6, 2018",,"August 6, 2018","VA Connecticut Healthcare System, West Haven, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT03616262"
181,"NCT03879538","Nitrous Oxide for the Treatment of Complex Regional Pain Syndrome",,"Enrolling by invitation","No Results Available","Complex Regional Pain Syndrome","Drug: Nitrous Oxide|Drug: Oxygen","The change of pain in patients with Complex Regional Pain Syndrome (CRPS)","The Cleveland Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","19-150","July 2, 2019","December 2020","December 2021","March 18, 2019",,"October 30, 2019","Cleveland Clinic Pain Management, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03879538"
182,"NCT01849003","Study of the Effect of GS-6615 in Subjects With LQT-3",,"Completed","No Results Available","Long QT Syndrome","Drug: GS-6615","Changes in QTc intervals (Fridericia formula)|Incidence of Adverse Events (AEs)|Changes in ECHO parameters|Area under the plasma concentration-time curve (AUC) from time 0 to the last quantifiable concentration of GS-6615|Maximum observed plasma concentration (Cmax) of GS-6615|Time to maximum observed concentration (Tmax) of GS-6615|Changes in ECG parameters|Changes in QTc interval (Bazett [QTcB])","Gilead Sciences","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","24","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GS-US-279-0110","May 2013","November 2014","November 2014","May 8, 2013",,"November 17, 2014","University of Rochester Medical Center/Strong Memorial Hospital, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT01849003"
183,"NCT02933034","Clinical Trial of Manganese-Enhanced MRI (MEMRI) to Assess Peri-Infarct Injury",,"Completed","Has Results","ISCHEMIC CARDIOMYOPATHY","Drug: Manganese-enhanced MRI contrast reagent|Drug: Gadolinium-enhanced MRI contrast reagent","Infarct Size of MEMRI Versus DEMRI Scans|Systolic Blood Pressure|Diastolic Blood Pressure|Heart Rate|QT Interval|Corrected QT (QTc)|Alanine Aminotransferase (ALT)|Aspartate Aminotransferase (AST)|Alkaline Phosphatase (ALP)|Total Bilirubin|Creatinine|Estimated Glomerular Filtration Rate (eGFR)","Stanford University|General Electric","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","33","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","28508","April 2015","February 3, 2019","February 3, 2019","October 14, 2016","February 17, 2020","February 17, 2020","Stanford University School of Medicine, Stanford, California, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/34/NCT02933034/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02933034"
184,"NCT02360397","Ranolazine Mediated PVC Reduction in Ischemic Heart Disease",,"Completed","Has Results","Ventricular Premature Complexes|Myocardial Ischemia","Drug: ranolazine","The Effect of Ranolazine on the PVC Burden Over 30 Days|The Effect of Ranolazine on Cardiac Ischemia|Score on Seattle Angina Questionnaire at Baseline and at Day 30|Number of Non-sustained Ventricular Tachycardia and Sustained Ventricular Arrhythmia Episodes on Holter Monitoring","Kent Hospital, Rhode Island|Gilead Sciences","All","18 Years and older   (Adult, Older Adult)","Phase 2","6","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IN-US-259-1341","December 2014","December 31, 2017","February 23, 2018","February 10, 2015","January 29, 2020","January 29, 2020","Kent Hospital, Warwick, Rhode Island, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/97/NCT02360397/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02360397"
185,"NCT01623271","Treatment of Complex Regional Pain Syndrome With Once Daily Gastric-Retentive Gabapentin (Gralise)",,"Terminated","Has Results","Complex Regional Pain Syndrome I (CRPS I)","Drug: Gabapentin","Visual Analog Scale (VAS) at Visit 3","Massachusetts General Hospital","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","5","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2012P000466","May 2013","June 2014","June 2014","June 19, 2012","April 4, 2017","September 12, 2018","Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01623271"
186,"NCT01989195","Efficacy of EVP 1001-1 (SeeMore) in the Assessment of Myocardial Viability in Patients With Cardiovascular Disease",,"Completed","Has Results","ISCHEMIC CARDIOMYOPATHY","Drug: 'SEEMORE' - MANGANESE-ENHANCED MRI CONTRAST REAGENT","COMPARISON OF MYOCARDIAL INFARCTION SIZE MEASUREMENTS USING INVESTIGATIONAL MANGANESE-ENHANCED MRI (MEMRI) OR DELAYED GADOLINIUM ENHANCED MRI (DEMRI)|SAFETY AND TOLERABILITY OF MANGANESE CONTRAST REAGENT|Significant Cardiovascular Event|Heart Rate: SAFETY AND TOLERABILITY OF MANGANESE CONTRAST REAGENT","Stanford University","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","6","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","24224","May 2013","June 2013","June 2013","November 20, 2013","January 2, 2017","January 2, 2017","Stanford University School of Medicine, Stanford, California, United States",,"https://ClinicalTrials.gov/show/NCT01989195"
187,"NCT02502162","Low-Dose Naltrexone for the Treatment of Complex Regional Pain Syndrome","LDN-CRPS","Recruiting","No Results Available","Complex Regional Pain Syndrome","Drug: LDN|Drug: Placebo","Changes in pain severity","Stanford University","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","33607","June 2015","June 2021","June 2021","July 20, 2015",,"March 18, 2020","Stanford University, Palo Alto, California, United States",,"https://ClinicalTrials.gov/show/NCT02502162"
188,"NCT01044693","Nebivolol in the Supine Hypertension of Autonomic Failure",,"Completed","Has Results","Hypertension|Pure Autonomic Failure|Multiple System Atrophy","Drug: Placebo|Drug: Nebivolol 5 mg|Drug: metoprolol tartrate 50 mg|Drug: Sildenafil25 mg","Change in Systolic Blood Pressure During the Night|Nocturnal Urinary Sodium Excretion|Orthostatic Tolerance the Following Morning|Change in Heart Rate During the Night","Vanderbilt University|Forest Laboratories","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","20","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)","091252","January 2010","July 2014","August 2014","January 8, 2010","May 1, 2015","May 1, 2015","Vanderbilt University, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT01044693"
189,"NCT02361944","Risk of Oxygen During Cardiac Surgery Trial","ROCS","Active, not recruiting","No Results Available","Cardiac Surgery","Drug: Oxygen","oxidative damage is the primary outcome of aim 2 (mechanism of organ injury)|acute kidney injury is the primary outcome of aim 1 (organ injury)|vascular reactivity / endothelial function|mitochondrial function|arrythmia|myocardial injury or infarction|stroke|postoperative cognitive dysfunction, pain, and depression|mortality|respiratory failure|chronic kidney disease|inflammation|hemolysis|reactive oxygen species production|acute brain dysfunction (delirium)|oxygenation and perfusion","Vanderbilt University|National Institute of General Medical Sciences (NIGMS)|Vanderbilt University Medical Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","200","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention","131128|R01GM112871","April 5, 2016","October 3, 2019","April 3, 2021","February 12, 2015",,"January 31, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT02361944"
190,"NCT02753101","[18F]FTC-146 PET/MRI in Healthy Volunteers and in CRPS and Sciatica",,"Completed","No Results Available","Complex Regional Pain Syndrome|Sciatica","Drug: [18F]-FTC-146","Biodistribution of [18F]FTC-146|Dosimetry of [18F]FTC-146|Incidence of Adverse Events","Stanford University|University of Mississippi Medical Center","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","24","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","32231","February 9, 2016","February 9, 2017","February 16, 2017","April 27, 2016",,"March 5, 2018","Stanford University, Stanford, California, United States",,"https://ClinicalTrials.gov/show/NCT02753101"
191,"NCT02119091","Race Difference Moxifloxacin-induced QT Prolongation Between Healthy Chinese and Caucasian Volunteers",,"Unknown status","No Results Available","Cardiac Toxicity","Drug: Moxifloxacin","ΔΔQTcF","Haiyan Li|Food and Drug Administration (FDA)|Spaulding Clinical Research LLC|BioClinica, Inc.|Peking University|Peking University Third Hospital","All","18 Years to 45 Years   (Adult)","Phase 1","80","Other|U.S. Fed|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PUTH_CTC_2013_001","April 2014","June 2014","December 2014","April 21, 2014",,"April 21, 2014","Spaulding Clinical Research LLC, West Bend, Wisconsin, United States|Peking University Third Hospital Clinical Trial Center, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT02119091"
192,"NCT01119417","The Role of Endothelin in the Supine Hypertension of Autonomic Failure",,"Suspended","No Results Available","Hypertension|Pure Autonomic Failure|Multiple System Atrophy","Drug: BQ123|Drug: Bq123|Drug: Saline","Change in Systolic BP|Change in cardiac output, stroke volume and systemic vascular resistance","Vanderbilt University|Vanderbilt University Medical Center","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 1","12","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Other","091344","May 2010","December 2021","December 2021","May 7, 2010",,"April 10, 2020","Vanderbilt University, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT01119417"
