"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL" 
708,"NCT01096043","A Dose-Defining Study of CXL-1020 in Patients With Systolic Heart Failure",,"Completed","No Results Available","Heart Failure","Drug: Placebo|Drug: Strata 1 CXL-1020|Drug: Strata 2 CXL-1020|Drug: Strata 3 CXL-1020","Safety and Hemodynamic Effects|Measurement of Plasma BNP Levels|Assessment of the dose/plasma concentration/effect relationship of CXL-1020|Effects of CXL-1020 on Renal Function|Signs and Symptoms of Heart failure|Evaluation of all Adverse Events","Bristol-Myers Squibb|Cardioxyl Pharmaceuticals, Inc","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","69","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CXL-1020-02","April 2010","February 2012","February 2012","March 30, 2010",,"November 15, 2016","University of Florida, Gainesville, Florida, United States|University of Florida, Jacksonville, Florida, United States|Florida Hospital Transplant Center, Orlando, Florida, United States|Ochsner Clinic Foundation, New Orleans, Louisiana, United States|University of Maryland Medical Center, Baltimore, Maryland, United States|DMC Cardiovascular Institute, Detroit, Michigan, United States|Henry Ford Health System, Detroit, Michigan, United States|University of Medicine & Dentistry of New Jersey - New Jersey Medical School, South Orange, New Jersey, United States|Montefiore Medical Center, Bronx, New York, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States|University of Cincinnati, Cincinnati, Ohio, United States|University Hospitals Case Medical Center, Cleveland, Ohio, United States|Davis Heart & Lung Research Institute, Columbus, Ohio, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Stern Cardiovascular Center PA, Germantown, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT01096043"
709,"NCT01363323","Effect of Methylnaltrexone (MNTX) on Electrocardiogram (ECG) Parameters and Cardiac Repolarization",,"Completed","No Results Available","Healthy Volunteers","Drug: Methylnaltrexone (MNTX)|Drug: Placebo|Drug: Moxifloxacin","Effects of MNTX on QTcI duration","Bausch Health Americas, Inc.","All","18 Years to 45 Years   (Adult)","Phase 1","546","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MNTX 1106","November 2004","January 2005","February 2005","June 1, 2011",,"November 29, 2019","Progenics Pharmaceuticals, Tarrytown, New York, United States",,"https://ClinicalTrials.gov/show/NCT01363323"
710,"NCT01357850","A Multi-center, Placebo-controlled Study to Evaluate the Safety of GSK716155 and Its Effects on Myocardial Metabolism, Myocardial Function, and Exercise Capacity in Patients With NYHA Class II/III Congestive Heart Failure",,"Completed","Has Results","Heart Failure, Congestive","Drug: GSK716155|Drug: Placebo","Change From Baseline in Myocardial Glucose Utilization as Assessed by [18F]Fluoro-2-deoxy-glucose Positron Emission Tomography (FDG-PET) Imaging|Change From Baseline in Myocardial Efficiency (Work Performed/Myocardial Oxygen Consumption [MVO2]) Assessed at Rest|Change From Baseline in Peak Oxygen Uptake (Peak VO2) as Assessed by Bicycle Cardiopulmonary Exercise Testing|Change From Baseline in Left Ventricular Ejection Fraction (LVEF) as Assessed by Echocardiogram|Change From Baseline in Left Ventricular (LV) Volumes in Systole and Diastole as Assessed by Echocardiogram|Change From Baseline in LV and RV Function Assessed by Cardiac Magnetic Resonance (CMR) (LVEF), Myocardial Strain Assessed by Myocardial Tagging Indices|Change From Baseline in LV and RV Function Assessed by CMR (LV and RV Volumes in Systole and Diastole), Myocardial Strain Assessed by Myocardial Tagging Indices|Change From Baseline in LV and RV Function Assessed by CMR (LV Mass), Myocardial Strain Assessed by Myocardial Tagging Indices|Change From Baseline in Cardiac Energetics (PCr/ATP) Measured by 31P Magnetic Resonance Spectroscopy (MRS)|Change From Baseline in Cardiac and Liver Fat by Proton Spectroscopy (1H MRS)|Change From Baseline in Exercise Capacity Assessed by 6-minute Walk Test|Change From Baseline in Serum N-terminal Fragment Brain Natriuretic Peptide (NT-BNP) Level|Change From Baseline in Plasma Levels of Glucose, and Free Fatty Acids (FFA)|Change From Baseline in Plasma Levels of Insulin|Change From Baseline in Quality of Life as Assessed by the Minnesota Living With Heart Failure Questionnaire|Number of Participants With Any Adverse Events (AEs) and Serious Adverse Events (SAEs)|Number of Participants With Adverse Events by the Indicated Severity","GlaxoSmithKline","All","21 Years to 75 Years   (Adult, Older Adult)","Phase 2","82","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Basic Science","112670","September 15, 2010","September 18, 2012","September 18, 2012","May 23, 2011","October 1, 2014","August 17, 2017","GSK Investigational Site, Savannah, Georgia, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Auburn, Maine, United States|GSK Investigational Site, Baltimore, Maryland, United States|GSK Investigational Site, Detroit, Michigan, United States|GSK Investigational Site, Minneapolis, Minnesota, United States|GSK Investigational Site, Saint Louis, Missouri, United States|GSK Investigational Site, Newark, New Jersey, United States|GSK Investigational Site, Stony Brook, New York, United States|GSK Investigational Site, Columbus, Ohio, United States|GSK Investigational Site, New York, Pennsylvania, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Cambridge, Cambridgeshire, United Kingdom|GSK Investigational Site, London, United Kingdom|GSK Investigational Site, Oxford, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01357850"
711,"NCT01300013","Study to Evaluate the Safety and Efficacy of IV Infusion Treatment With Omecamtiv Mecarbil in Subjects With Left Ventricular Systolic Dysfunction Hospitalized for Acute Heart Failure (ATOMIC-AHF)",,"Completed","No Results Available","Heart Failure","Drug: Placebo|Drug: Omecamtiv mecarbil","The primary objective of the study is to evaluate the effect of 48 hours of intravenous (IV) omecamtiv mecarbil compared with placebo on dyspnea in subjects with left ventricular systolic dysfunction hospitalized for acute heart failure.|To characterize pharmacokinetics of omecamtiv mecarbil including metabolites following IV infusion and to evaluate the relationship between omecamtiv mecarbil plasma concentration and echocardiographic parameters in subjects with AHF|To assess the safety and tolerability of 3 dose levels of IV omecamtiv mecarbil compared with placebo in subjects with left ventricular systolic dysfunction hospitalized for acute heart failure|To evaluate the effects of 48 hours treatment with IV omecamtiv mecarbil on additional measures of dyspnea, patient global assessment (PGA), change in NT-proBNP, incidence of worsening heart failure, and short term clinical outcomes","Amgen|Cytokinetics","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","614","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20100754","April 2011","April 2013","September 2013","February 21, 2011",,"April 21, 2014","Research Site, Moblie, Alabama, United States|Research Site, Inglewood, California, United States|Research Site, La Jolla, California, United States|Research Site, San Francisco, California, United States|Research Site, Danbury, Connecticut, United States|Research Site, Newark, Delaware, United States|Research Site, Atlantis, Florida, United States|Research Site, Clearwater, Florida, United States|Research Site, Fort Lauderdale, Florida, United States|Research Site, Miami, Florida, United States|Research Site, Orlando, Florida, United States|Research Site, Atlanta, Georgia, United States|Research Site, Chicago, Illinois, United States|Research Site, Peoria, Illinois, United States|Research Site, Baltimore, Maryland, United States|Research Site, Detroit, Michigan, United States|Research Site, Detroit, Michigan, United States|Research Site, Novi, Michigan, United States|Research Site, Minneapolis, Minnesota, United States|Research Site, St Louis, Missouri, United States|Research Site, Lincoln, Nebraska, United States|Research Site, Newark, New Jersey, United States|Research Site, Bronx, New York, United States|Research Site, Cortlandt Manor, New York, United States|Research Site, Roslyn, New York, United States|Research Site, Chapel Hill, North Carolina, United States|Research Site, Charlotte, North Carolina, United States|Research Site, Durham, North Carolina, United States|Research Site, Winston-Salem, North Carolina, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Cleveland, Ohio, United States|Research Site, Columbus, Ohio, United States|Research Site, Fairfield, Ohio, United States|Research Site, Oklahoma City, Oklahoma, United States|Research Site, Portland, Oregon, United States|Research Site, Charleston, South Carolina, United States|Research Site, Greenville, South Carolina, United States|Research Site, Memphis, Tennessee, United States|Research Site, Nashville, Tennessee, United States|Research Site, Nashville, Tennessee, United States|Research Site, Tullahoma, Tennessee, United States|Research Site, Houston, Texas, United States|Research Site, Murray, Utah, United States|Research Site, Darlinghurst, New South Wales, Australia|Research Site, Woolloongabba, Queensland, Australia|Research Site, Bedford Park, South Australia, Australia|Research Site, Prahran, Victoria, Australia|Research Site, Richmond, Victoria, Australia|Research Site, Aalst, Belgium|Research Site, Bonheiden, Belgium|Research Site, Gent, Belgium|Research Site, Roeselare, Belgium|Research Site, Blagoevgrad, Bulgaria|Research Site, Kazanlak, Bulgaria|Research Site, Pazardzhik, Bulgaria|Research Site, Plovdiv, Bulgaria|Research Site, Sandanski, Bulgaria|Research Site, Smolyan, Bulgaria|Research Site, Sofia, Bulgaria|Research Site, Sofia, Bulgaria|Research Site, Sofia, Bulgaria|Research Site, Calgary, Alberta, Canada|Research Site, Edmonton, Alberta, Canada|Research Site, Edmonton, Alberta, Canada|Research Site, Halifax, Nova Scotia, Canada|Research Site, Ottawa, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Montreal, Quebec, Canada|Research Site, QuÃ©bec, Quebec, Canada|Research Site, Sherbrooke, Quebec, Canada|Research Site, Brno, Czech Republic|Research Site, Brno, Czech Republic|Research Site, Praha 2, Czech Republic|Research Site, Praha 5, Czech Republic|Research Site, Usti nad Labem, Czech Republic|Research Site, Helsinki, Finland|Research Site, Turku, Finland|Research Site, Caen Cedex 9, France|Research Site, Lille Cedex, France|Research Site, Montpellier cedex 05, France|Research Site, Paris Cedex 13, France|Research Site, Paris, France|Research Site, Strasbourg, France|Research Site, Toulouse Cedex 09, France|Research Site, Bad Nauheim, Germany|Research Site, Dortmund, Germany|Research Site, Dresden, Germany|Research Site, Frankfurt, Germany|Research Site, Frankfurt, Germany|Research Site, Greifswald, Germany|Research Site, Halle/Saale, Germany|Research Site, Hamburg, Germany|Research Site, Homburg, Germany|Research Site, Langen, Germany|Research Site, Regensburg, Germany|Research Site, Stuttgart, Germany|Research Site, WÃ¼rzburg, Germany|Research Site, Athens, Greece|Research Site, Athens, Greece|Research Site, Haidari, Greece|Research Site, Heraklion, Greece|Research Site, Patra, Greece|Research Site, Budapest, Hungary|Research Site, Budapest, Hungary|Research Site, Budapest, Hungary|Research Site, Budapest, Hungary|Research Site, Pecs, Hungary|Research Site, Szolnok, Hungary|Research Site, Brescia, Italy|Research Site, Cagliari, Italy|Research Site, Pavia, Italy|Research Site, Udine, Italy|Research Site, Kaunas, Lithuania|Research Site, Vilnius, Lithuania|Research Site, Delft, Netherlands|Research Site, Deventer, Netherlands|Research Site, Utrecht, Netherlands|Research Site, Oslo, Norway|Research Site, Stavanger, Norway|Research Site, Bialystok, Poland|Research Site, Gdansk, Poland|Research Site, Krakow, Poland|Research Site, Krakow, Poland|Research Site, Lodz, Poland|Research Site, Lublin, Poland|Research Site, Wroclaw, Poland|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Saint-Petersburg, Russian Federation|Research Site, St Petersburg, Russian Federation|Research Site, St. Petersburg, Russian Federation|Research Site, St.-Petrsburg, Russian Federation|Research Site, Bratislava, Slovakia|Research Site, Bratislava, Slovakia|Research Site, Kosice, Slovakia|Research Site, Nitra, Slovakia|Research Site, Bristol, United Kingdom|Research Site, Cottingham, United Kingdom|Research Site, Glasgow, United Kingdom|Research Site, Harrow, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01300013"
712,"NCT03442764","A Phase 2 Study of Mavacamten in Adults With Symptomatic Non-Obstructive Hypertrophic Cardiomyopathy (nHCM)","MAVERICK-HCM","Completed","No Results Available","Non-obstructive Hypertrophic Cardiomyopathy","Drug: mavacamten|Drug: Placebo","Frequency and severity of treatment-emergent adverse events and serious adverse events.","MyoKardia, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 2","59","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MYK-461-006","March 30, 2018","January 7, 2020","January 7, 2020","February 22, 2018",,"April 6, 2020","Mayo Clinic Arizona, Scottsdale, Arizona, United States|Cedars-Sinai Medical Center (Smidt Heart Institute), Los Angeles, California, United States|Stanford Hospital and Clinics/Stanford University, Palo Alto, California, United States|University of California, San Francisco, San Francisco, California, United States|Yale New Haven Hospital, New Haven, Connecticut, United States|Northwestern University, Evanston, Illinois, United States|St. Vincent Medical Group, Indianapolis, Indiana, United States|University of Iowa Hospitals and clinics, Iowa City, Iowa, United States|University of Maryland Medical System, Baltimore, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|Michigan Medicine, Ann Arbor, Michigan, United States|Henry Ford Hospital, Detroit, Michigan, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|NYU Winthrop Hospital, Mineola, New York, United States|NYU Langone Medical Center, New York, New York, United States|Carolinas Medical Center, Charlotte, North Carolina, United States|Duke Cardiology at Southpoint, Durham, North Carolina, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|Oregon Health and Science University, Portland, Oregon, United States|St. Luke's Cardiology Associates, Bethlehem, Pennsylvania, United States|Penn State Health Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|UPMC Presbyterian, Pittsburgh, Pennsylvania, United States|The University of Texas Southwestern Medical Center at Dallas, Dallas, Texas, United States|Baylor St. Luke Medical Center at Houston, Texas Heart Institute Out-patient Clinic, Houston, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|Intermountain Medical Center, Murray, Utah, United States|University of Utah Medical Center, Salt Lake City, Utah, United States|University of Virginia, Charlottesville, Virginia, United States|Virginia Commonwealth University, Richmond, Virginia, United States|University of Washington Medical Center, Seattle, Washington, United States|Unity Point Health Meriter Heart and Vascular Institute, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT03442764"
713,"NCT03685149","Pilot Randomized Trial With Flecainide in ARVC Patients",,"Recruiting","No Results Available","Arrhythmogenic Right Ventricular Cardiomyopathy","Drug: Flecainide Pill|Drug: Placebo","Number of ventricular premature beats (VPBs)|Proarrhythmic response to Flecainide|VT burden|Number of atrial premature beats (APBs)|Ratio of eligible to enrolled participants","Wojciech Zareba|University of Rochester","All","18 Years and older   (Adult, Older Adult)","Phase 2","38","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HL143372-01","July 31, 2019","August 31, 2021","August 31, 2021","September 26, 2018",,"January 18, 2020","University of Colorado, Denver, Colorado, United States|John Hopkins University, Baltimore, Maryland, United States|New York University, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Duke University, Durham, North Carolina, United States|University of Pensylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03685149"
714,"NCT03528902","Tamoxifen Therapy to Treat Pulmonary Arterial Hypertension","T3PAH","Recruiting","No Results Available","Hypertension|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Primary Pulmonary Hypertension|Lung Diseases|Tamoxifen|Estrogen Receptor Antagonist|Hormone Antagonists|Estrogens","Drug: Tamoxifen|Drug: Placebo Oral Tablet","Transthoracic echocardiogram (ECHO)-based change in the Tricuspid Annular Plane Systolic Excursion (TAPSE) measurement|Six minute walk test distance (6MWTD)|Quality of life will be assessed using the SF36 questionnaire. This will be administered at baseline and 12 and 24 weeks.|Quality of life will be assessed using emPHasis-10 questionnaire. This will be administered at baseline and 12 and 24 weeks.","Vanderbilt University Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 2","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","180241","October 1, 2018","June 30, 2022","June 30, 2023","May 18, 2018",,"January 18, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT03528902"
715,"NCT03472495","Oral vs Intravenous Diltiazem for Rapid Atrial Fibrillation/Flutter Trial","OVID RAF","Active, not recruiting","No Results Available","Atrial Fibrillation and Flutter","Drug: Diltiazem Oral Product|Drug: Diltiazem Injectable Product","Heart rate control|Adverse event rate","Virginia Commonwealth University","All","18 Years and older   (Adult, Older Adult)","Phase 4","320","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HM20009559","June 1, 2018","March 2021","March 2021","March 21, 2018",,"April 2, 2020","Virginia Commonwealth University, Richmond, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT03472495"
716,"NCT02057341","A Study of ARRY-371797 in Patients With LMNA-Related Dilated Cardiomyopathy",,"Completed","No Results Available","LMNA-Related Dilated Cardiomyopathy","Drug: ARRY-371797, p38 inhibitor; oral","Assess the efficacy of the study drug in terms of change from Baseline in 6-minute walk test.|Assess the efficacy of study drug in terms of left ventricular function.|Assess the efficacy of study drug in terms of right ventricular function.|Assess the safety of study drug in terms of adverse events, clinical laboratory tests and electrocardiograms.|Characterize the pharmacokinetics (PK) of study drug and metabolites in terms of plasma concentration-time profiles and model-based PK parameters.","Array BioPharma","All","18 Years and older   (Adult, Older Adult)","Phase 2","12","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ARRAY-797-231","February 2014","May 2016","May 2016","February 7, 2014",,"May 16, 2017","Stanford University School of Medicine, Stanford, California, United States|University of Colorado School of Medicine, Aurora, Colorado, United States|Johns Hopkins University, Baltimore, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|The Ohio State University, Columbus, Ohio, United States|Meriter Wisconsin Heart, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT02057341"
717,"NCT03057028","Pilot Study of the Safety and Efficacy of Anakinra in Pulmonary Arterial Hypertension",,"Completed","No Results Available","Pulmonary Arterial Hypertension","Drug: Anakinra","Change in exercise capacity, as determined by peak oxygen consumption and ventilatory efficiency on cardiopulmonary exercise testing|Effect of anakinra on serum high sensitivity C-reactive protein|Effect of anakinra on serum NT-pro-BNP.|Effect of anakinra on serum interleukin-6|Change in symptoms of heart failure (as assessed by questionnaire with the Duke Activity Status Index and Minnesota Living With Heart Failure Questionnaire).|Correlate between biomarkers (serum high sensitivity C reactive protein, interluekin-6, and NT-pro BNP) and measures of exercise capacity (peak oxygen consumption and ventilatory efficiency on cardiopulmonary exercise testing)|Number of patients with treatment related adverse events related to anakinra in patients with pulmonary arterial hypertension","Virginia Commonwealth University","All","18 Years and older   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HM20005870","April 2016","June 7, 2018","June 7, 2018","February 17, 2017",,"April 5, 2019","Virginia Commonwealth University, Richmond, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT03057028"
718,"NCT01187836","Study to Evaluate the Effects of TRV120027 in Patients With Heart Failure",,"Completed","No Results Available","Heart Failure","Drug: TRV120027|Drug: Placebo","Pulmonary Capillary Wedge Pressure (PCWP)|Safety and Tolerability|Pharmacokinetics of TRV120027|Additional Hemodynamics|Laboratory Evaluations","Trevena Inc.","All","18 Years to 79 Years   (Adult, Older Adult)","Phase 1|Phase 2","33","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CP120027.2001|2010-020376-37","December 2010","March 2012","March 2012","August 24, 2010",,"July 11, 2017","Miami, Florida, United States|University of Maryland, Baltimore, Maryland, United States|Tufts Medical Center, Boston, Massachusetts, United States|University of Utah, Salt Lake City, Utah, United States|CZ05, Brno, Czechia|CZ04, Olomouc, Czechia|CZ06, Prague, Czechia|PL01, Warsaw, Poland|PL05, Wroclaw, Poland",,"https://ClinicalTrials.gov/show/NCT01187836"
719,"NCT02385877","Clinical Translation of 18F-Labeled Hydroxyphenethylguanidines",,"Completed","No Results Available","Autonomic Peripheral Nervous System Diseases","Drug: [18F]4F-MHPG|Drug: [18F]3F-PHPG","Composite measure based on radiotracer tissue uptake ratios (heart-to-lung ratio, heart-to-liver ratio, heart-to-blood ratio) and rates of metabolism in plasma (half-time, in minutes) of [18F]4F-MHPG and [18F]3F-PHPG in healthy subjects.|Radiation Dose|Number of Adverse Events","University of Michigan","All","18 Years to 55 Years   (Adult)","Early Phase 1","16","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","HUM00088601","March 2015","August 2016","August 2016","March 11, 2015",,"July 2, 2017","University of Michigan, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02385877"
720,"NCT01107925","Comparison of Prasugrel and Clopidogrel in Low Body Weight Versus Higher Body Weight With Coronary Artery Disease","FEATHER","Completed","Has Results","Coronary Artery Disease","Drug: prasugrel|Drug: clopidogrel","Change From Baseline in Maximum Platelet Aggregation (MPA) to 20 Micromolar (µM) Adenosine Diphosphate (ADP) at Day 12 (Period 1)|Change From Baseline in Vasodilator-Associated Stimulated Phosphoprotein (VASP) at Day 12 of Therapy|Change From Baseline in VerifyNow® P2Y12 Reaction Units (PRU) at Day 12 of Therapy|Pharmacokinetic (PK) Analysis of the Concentration-Time Curve (AUC)|Change From Baseline in Maximum Platelet Aggregation (MPA) as Measured by Light Transmission Aggregometry (LTA) at Day 12 of Therapy","Eli Lilly and Company|Daiichi Sankyo Co., Ltd.","All","18 Years to 74 Years   (Adult, Older Adult)","Phase 1","72","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","12921|H7T-MC-TADI","March 2010","August 2011","August 2011","April 21, 2010","August 30, 2012","August 30, 2012","For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Jacksonville, Florida, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Cincinnati, Ohio, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Dublin, Ireland|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Nieuwegein, Netherlands|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Lund, Sweden|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT01107925"
721,"NCT02101047","Phenylephrine Dose and Mode of Administration for Spinal Anesthesia Induced Hypotension",,"Withdrawn","No Results Available","Complications; Cesarean Section|Spinal Anesthetics Causing Adverse Effects in Therapeutic Use","Drug: Phenylephrine","Magnitude of cardiac output changes|provider intervention|vasopressor requirement|Emetic symptoms|hypertension|hypotension|bradycardia|Anesthetic time","Wake Forest University Health Sciences","Female","18 Years to 45 Years   (Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","IRB 26872","August 2015","December 31, 2016","December 31, 2016","April 1, 2014",,"November 8, 2017","Novant Health Forsyth Medical Center, Winston-Salem, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT02101047"
722,"NCT01603082","Ad Hoc Percutaneous Coronary Intervention Study in Acute Coronary Syndrome Patients",,"Completed","Has Results","Acute Coronary Syndrome","Drug: Ticagrelor|Drug: Clopidogrel","Inhibition of the P2Y12 Receptor at 2 Hours After Loading Doses of Ticagrelor and Clopidogrel as Measured by P2Y12 Reaction Units (PRU) From VerifyNow™|Inhibition of the P2Y12 Receptor at 0.5 Hours, End of PCI, and 8 Hours After Loading Doses of Ticagrelor and Clopidogrel as Measured by PRU From VerifyNow™","AstraZeneca","All","18 Years to 130 Years   (Adult, Older Adult)","Phase 4","343","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","D5130L00014","July 2012","June 2014","June 2014","May 22, 2012","December 11, 2015","December 11, 2015","Research Site, Birmingham, Alabama, United States|Research Site, San Francisco, California, United States|Research Site, Washington, District of Columbia, United States|Research Site, Jacksonville, Florida, United States|Research Site, Ypsilanti, Michigan, United States|Research Site, Minneapolis, Minnesota, United States|Research Site, Tupelo, Mississippi, United States|Research Site, North Kansas, Missouri, United States|Research Site, Belleville, New Jersey, United States|Research Site, Bronx, New York, United States|Research Site, New York, New York, United States|Research Site, Greensboro, North Carolina, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Oklahoma City, Oklahoma, United States|Research Site, Tyler, Texas, United States|Research Site, Richmond, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01603082"
723,"NCT01757808","A Study of Ranolazine Acute Administration and Short Term Administration in Pulmonary Arterial Hypertension",,"Completed","No Results Available","Pulmonary Arterial Hypertension","Drug: Ranolazine|Drug: Placebo","Change in pulmonary vascular resistance (PVR)|Change in CPET (VE/VCO2, PETCO2, peak VO2, peak HR, peak RER, work max (MET or Watt), sub maximum exercise time|Change in RV echo parameters: 2D, 3D|Change in 6MWD|Safety/SAE","University of Chicago","All","18 Years to 72 Years   (Adult, Older Adult)","Phase 1","12","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","11-0301","August 2011","January 2015","January 2015","December 31, 2012",,"March 3, 2017","University of Chicago, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT01757808"
